Tarih,TP_DK_USD_S_YTL,TP_DK_USD_A_YTL,TP_DK_EUR_S_YTL,TP_DK_EUR_A_YTL,TP_DK_GBP_S_YTL,TP_DK_GBP_A_YTL,TP_DK_CHF_S_YTL,TP_DK_CHF_A_YTL,TP_DK_JPY_S_YTL,TP_DK_JPY_A_YTL
2020-08-28,7.3306,7.3174,8.6677,8.6521,9.6967,9.6464,8.0861,8.0345,6.9295,6.8839
2020-08-31,7.3182,7.305,8.7054,8.6897,9.7372,9.6867,8.1138,8.0621,6.9366,6.8909
2020-09-01,7.3393,7.3261,8.7441,8.7284,9.7929,9.7421,8.1397,8.0878,6.9501,6.9044
2020-09-02,7.3553,7.3421,8.8137,8.7979,9.9024,9.851,8.1636,8.1115,6.9714,6.9256
2020-09-03,7.3696,7.3563,8.7479,8.7321,9.8576,9.8064,8.1038,8.0521,6.9594,6.9136
2020-09-04,7.4127,7.3994,8.7593,8.7435,9.8619,9.8108,8.1458,8.0939,6.9872,6.9413
2020-09-07,7.4267,7.4133,8.798,8.7822,9.8824,9.8311,8.1746,8.1225,7.011,6.9649
2020-09-08,7.4483,7.4349,8.8097,8.7938,9.8394,9.7883,8.1702,8.118,7.0285,6.9822
2020-09-09,7.4672,7.4537,8.8152,8.7994,9.7928,9.742,8.1535,8.1015,7.0425,6.9961
2020-09-10,7.4805,7.467,8.8013,8.7855,9.6905,9.6402,8.1652,8.1131,7.0728,7.0262
2020-09-11,7.4688,7.4553,8.8387,8.8228,9.7305,9.68,8.232,8.1795,7.057,7.0105
2020-09-14,7.453,7.4396,8.833,8.8172,9.5677,9.5181,8.2153,8.1629,7.0344,6.9882
2020-09-15,7.4823,7.4689,8.8739,8.858,9.6336,9.5837,8.2605,8.2078,7.0758,7.0292
2020-09-16,7.4803,7.4668,8.8918,8.8759,9.6585,9.6084,8.2728,8.22,7.0948,7.0481
2020-09-17,7.4812,7.4678,8.8766,8.8606,9.6909,9.6406,8.2705,8.2178,7.1289,7.082
2020-09-18,7.5287,7.5152,8.8807,8.8648,9.7666,9.7159,8.2817,8.2289,7.2056,7.1582
2020-09-21,7.548,7.5344,8.9456,8.9295,9.811,9.7601,8.3251,8.272,7.2429,7.1953
2020-09-22,7.5857,7.572,8.9591,8.943,9.787,9.7362,8.3309,8.2778,7.3006,7.2525
2020-09-23,7.6389,7.6251,8.9714,8.9553,9.7974,9.7466,8.3605,8.3072,7.3237,7.2755
2020-09-24,7.6708,7.657,8.9752,8.959,9.7692,9.7185,8.354,8.3007,7.3196,7.2715
2020-09-25,7.6768,7.663,8.9438,8.9277,9.7927,9.7419,8.3186,8.2655,7.303,7.255
2020-09-28,7.5682,7.5546,8.8209,8.805,9.6667,9.6166,8.1836,8.1314,7.1968,7.1495
2020-09-29,7.7647,7.7507,9.043,9.0268,9.9891,9.9373,8.3924,8.3389,7.3875,7.3389
2020-09-30,7.8221,7.808,9.1446,9.1281,10.0832,10.0309,8.4955,8.4413,7.4237,7.3748
2020-10-01,7.7662,7.7522,9.0999,9.0835,9.9794,9.9276,8.4385,8.3847,7.3679,7.3194
2020-10-02,7.7085,7.6946,9.0539,9.0376,9.9491,9.8975,8.4123,8.3587,7.3216,7.2734
2020-10-05,7.7427,7.7288,9.0761,9.0598,10.0194,9.9674,8.4321,8.3783,7.3807,7.3321
2020-10-06,7.7446,7.7307,9.0978,9.0815,10.0403,9.9882,8.4657,8.4117,7.3499,7.3016
2020-10-07,7.7591,7.7452,9.1421,9.1257,10.0801,10.0278,8.5027,8.4484,7.3636,7.3151
2020-10-08,7.8408,7.8267,9.2224,9.2058,10.1273,10.0748,8.5698,8.5152,7.4174,7.3686
2020-10-09,7.9073,7.8931,9.3027,9.2859,10.2395,10.1864,8.6388,8.5837,7.4779,7.4287
2020-10-12,7.9215,7.9072,9.341,9.3242,10.2743,10.221,8.6898,8.6343,7.4979,7.4486
2020-10-13,7.8815,7.8673,9.3056,9.2889,10.284,10.2307,8.6717,8.6164,7.4874,7.4382
2020-10-14,7.892,7.8778,9.3033,9.2866,10.3121,10.2586,8.6864,8.6309,7.5017,7.4523
2020-10-15,7.9348,7.9205,9.3154,9.2986,10.2741,10.2208,8.6974,8.6419,7.5449,7.4953
2020-10-16,7.9259,7.9116,9.2891,9.2724,10.295,10.2416,8.6901,8.6347,7.5471,7.4975
2020-10-19,7.9272,7.9129,9.2859,9.2692,10.2607,10.2075,8.6856,8.6302,7.5485,7.4988
2020-10-20,7.892,7.8778,9.2696,9.253,10.2662,10.2129,8.6653,8.6101,7.5081,7.4587
2020-10-21,7.8903,7.8761,9.3041,9.2874,10.2353,10.1822,8.7024,8.6469,7.4916,7.4424
2020-10-22,7.832,7.8179,9.2844,9.2677,10.233,10.18,8.6823,8.6269,7.4794,7.4302
2020-10-23,7.8166,7.8025,9.2554,9.2387,10.2674,10.2142,8.6396,8.5845,7.4871,7.4379
2020-10-26,7.9522,7.9379,9.4111,9.3941,10.417,10.363,8.8038,8.7476,7.6142,7.5641
2020-10-27,8.0429,8.0285,9.5095,9.4924,10.503,10.4486,8.8955,8.8388,7.6862,7.6357
2020-10-28,8.1357,8.1211,9.6147,9.5974,10.619,10.5639,8.9788,8.9216,7.7887,7.7374
2020-10-30,8.1357,8.1211,9.6147,9.5974,10.619,10.5639,8.9788,8.9216,7.7887,7.7374
2020-11-02,8.3232,8.3082,9.716,9.6985,10.7926,10.7367,9.1105,9.0524,7.9921,7.9396
2020-11-03,8.3911,8.376,9.7682,9.7506,10.8455,10.7892,9.1669,9.1085,8.0263,7.9735
2020-11-04,8.4698,8.4546,9.898,9.8802,11.0044,10.9473,9.2636,9.2045,8.112,8.0587
2020-11-05,8.4705,8.4553,9.8892,9.8715,11.0103,10.9532,9.2819,9.2226,8.1027,8.0494
2020-11-06,8.4569,8.4417,9.9595,9.9416,11.0373,10.98,9.3262,9.2667,8.1316,8.0781
2020-11-09,8.4765,8.4613,10.046,10.0279,11.1552,11.0973,9.4191,9.359,8.2186,8.1645
2020-11-10,8.1926,8.1778,9.7348,9.7173,10.7993,10.7433,9.1245,9.0663,7.9193,7.8672
2020-11-11,8.2507,8.2358,9.7453,9.7278,10.9271,10.8705,9.0413,8.9836,7.861,7.8093
2020-11-12,8.0622,8.0477,9.5092,9.4921,10.7156,10.66,8.8128,8.7566,7.665,7.6146
2020-11-13,7.8037,7.7896,9.2027,9.1861,10.3014,10.248,8.5447,8.4902,7.4267,7.3778
2020-11-16,7.6435,7.6297,9.0332,9.0169,10.0797,10.0274,8.3767,8.3232,7.2947,7.2467
2020-11-17,7.6889,7.6751,9.1094,9.093,10.1663,10.1135,8.4532,8.3993,7.3683,7.3198
2020-11-18,7.7533,7.7393,9.2002,9.1836,10.2745,10.2212,8.5304,8.476,7.4479,7.3989
2020-11-19,7.7334,7.7195,9.1866,9.1701,10.2877,10.2343,8.5146,8.4602,7.4606,7.4115
2020-11-20,7.6837,7.6699,9.0947,9.0783,10.1845,10.1317,8.441,8.3871,7.4076,7.3589
2020-11-23,7.5922,7.5785,9.0112,8.995,10.092,10.0397,8.3547,8.3014,7.3306,7.2824
2020-11-24,7.7733,7.7593,9.2363,9.2197,10.3977,10.3438,8.5644,8.5097,7.5089,7.4596
2020-11-25,7.9313,7.917,9.4125,9.3956,10.6081,10.553,8.7181,8.6625,7.6185,7.5684
2020-11-26,7.9558,7.9415,9.4669,9.4499,10.6325,10.5773,8.7448,8.689,7.6352,7.585
2020-11-27,7.9088,7.8945,9.4237,9.4067,10.5877,10.5328,8.7283,8.6727,7.6025,7.5525
2020-11-30,7.8116,7.7975,9.3156,9.2988,10.4466,10.3924,8.6354,8.5803,7.5241,7.4747
2020-12-01,7.8032,7.7892,9.3474,9.3306,10.4269,10.3728,8.6614,8.6062,7.5177,7.4682
2020-12-02,7.8553,7.8412,9.4037,9.3868,10.5156,10.461,8.6865,8.631,7.5471,7.4974
2020-12-03,7.8221,7.808,9.4304,9.4134,10.4693,10.415,8.7088,8.6532,7.4937,7.4444
2020-12-04,7.8614,7.8472,9.5277,9.5106,10.5595,10.5048,8.8185,8.7622,7.5543,7.5046
2020-12-07,7.7936,7.7796,9.4796,9.4625,10.5061,10.4516,8.7696,8.7137,7.515,7.4656
2020-12-08,7.8514,7.8373,9.5084,9.4913,10.4653,10.411,8.8217,8.7654,7.5531,7.5034
2020-12-09,7.8227,7.8087,9.479,9.462,10.4562,10.402,8.8073,8.7511,7.5346,7.485
2020-12-10,7.8344,7.8203,9.5011,9.484,10.5353,10.4807,8.8413,8.7849,7.5402,7.4906
2020-12-11,7.864,7.8499,9.5103,9.4932,10.4829,10.4286,8.8644,8.8078,7.544,7.4944
2020-12-14,7.9492,7.9349,9.6414,9.6241,10.5389,10.4842,8.9768,8.9195,7.6562,7.6058
2020-12-15,7.8841,7.8699,9.5797,9.5624,10.5813,10.5264,8.9103,8.8534,7.6111,7.561
2020-12-16,7.8473,7.8331,9.5355,9.5184,10.4795,10.4251,8.8721,8.8155,7.5614,7.5117
2020-12-17,7.8013,7.7873,9.5079,9.4908,10.5518,10.497,8.8464,8.79,7.5646,7.5149
2020-12-18,7.765,7.751,9.4988,9.4817,10.5686,10.5138,8.8103,8.7541,7.5471,7.4975
2020-12-21,7.7036,7.6898,9.44,9.423,10.4382,10.3841,8.7321,8.6764,7.4651,7.416
2020-12-22,7.6907,7.6769,9.3672,9.3504,10.2261,10.173,8.6816,8.6262,7.4386,7.3897
2020-12-23,7.6505,7.6368,9.3515,9.3347,10.2848,10.2314,8.6508,8.5956,7.4162,7.3674
2020-12-24,7.6458,7.6321,9.3197,9.303,10.2817,10.2284,8.62,8.565,7.4104,7.3617
2020-12-25,7.6327,7.619,9.3116,9.2948,10.3872,10.3333,8.6133,8.5583,7.3839,7.3353
2020-12-28,7.5653,7.5517,9.2203,9.2037,10.2763,10.223,8.5256,8.4712,7.3275,7.2793
2020-12-29,7.4873,7.4738,9.1535,9.137,10.1535,10.1008,8.4341,8.3803,7.2503,7.2026
2020-12-30,7.4197,7.4063,9.0861,9.0697,10.0281,9.9761,8.3907,8.3371,7.1745,7.1273
2020-12-31,7.3537,7.3405,9.0241,9.0079,9.9957,9.9438,8.3373,8.2841,7.14,7.093
2021-01-04,7.4327,7.4194,9.1329,9.1164,10.1669,10.1142,8.4556,8.4017,7.228,7.1805
2021-01-05,7.3734,7.3602,9.0545,9.0382,10.1069,10.0544,8.3887,8.3352,7.1862,7.1389
2021-01-06,7.3999,7.3866,9.082,9.0656,10.067,10.0148,8.4263,8.3725,7.2098,7.1623
2021-01-07,7.3432,7.33,9.056,9.0397,10.0364,9.9843,8.3953,8.3418,7.1603,7.1132
2021-01-08,7.2864,7.2733,8.9503,8.9342,9.9156,9.8641,8.2809,8.2281,7.0581,7.0116
2021-01-11,7.3622,7.349,9.013,8.9968,10.0187,9.9667,8.3296,8.2765,7.1029,7.0561
2021-01-12,7.4565,7.4431,9.0792,9.0629,10.0813,10.029,8.4086,8.3549,7.1786,7.1314
2021-01-13,7.4743,7.4608,9.0856,9.0693,10.1609,10.1082,8.4163,8.3626,7.1905,7.1432
2021-01-14,7.4419,7.4285,9.0715,9.0552,10.1968,10.144,8.4065,8.3528,7.1853,7.138
2021-01-15,7.4018,7.3885,8.9976,8.9815,10.1214,10.0689,8.3559,8.3025,7.1341,7.0872
2021-01-18,7.401,7.3877,8.9797,8.9635,10.121,10.0685,8.3551,8.3018,7.1537,7.1067
2021-01-19,7.5087,7.4952,9.062,9.0457,10.1876,10.1348,8.4443,8.3904,7.2535,7.2058
2021-01-20,7.4619,7.4485,9.0397,9.0235,10.1722,10.1194,8.4132,8.3595,7.191,7.1437
2021-01-21,7.4501,7.4367,9.0394,9.0232,10.2088,10.1559,8.4043,8.3507,7.196,7.1486
2021-01-22,7.3969,7.3836,8.9759,8.9597,10.1656,10.1128,8.3508,8.2976,7.1679,7.1208
2021-01-25,7.4118,7.3985,9.0206,9.0044,10.1533,10.1006,8.3942,8.3407,7.167,7.1198
2021-01-26,7.393,7.3797,8.9939,8.9778,10.1452,10.0926,8.363,8.3096,7.1421,7.0951
2021-01-27,7.3968,7.3835,8.9711,8.955,10.1111,10.0587,8.3389,8.2857,7.1444,7.0974
2021-01-28,7.3676,7.3544,8.9437,8.9276,10.138,10.0854,8.3204,8.2674,7.1188,7.072
2021-01-29,7.3856,7.3723,8.9377,8.9216,10.1028,10.0504,8.3191,8.266,7.0983,7.0516
2021-02-01,7.3348,7.3216,8.8878,8.8718,10.0622,10.01,8.2695,8.2168,7.0242,6.978
2021-02-02,7.2315,7.2185,8.7502,8.7345,9.9431,9.8916,8.1067,8.055,6.9151,6.8697
2021-02-03,7.1501,7.1372,8.6225,8.607,9.7996,9.7488,7.99,7.9391,6.8281,6.7832
2021-02-04,7.1627,7.1498,8.615,8.5995,9.7931,9.7423,7.9886,7.9377,6.8342,6.7893
2021-02-05,7.1453,7.1324,8.5713,8.5559,9.7223,9.6718,7.9426,7.8919,6.8054,6.7606
2021-02-08,7.0917,7.0789,8.4916,8.4764,9.724,9.6735,7.8694,7.8192,6.7378,6.6935
2021-02-09,7.0791,7.0663,8.5189,8.5036,9.7218,9.6714,7.8803,7.83,6.7212,6.677
2021-02-10,7.0949,7.0821,8.5818,8.5664,9.7907,9.7399,7.9492,7.8985,6.7919,6.7472
2021-02-11,7.064,7.0513,8.5671,8.5517,9.7903,9.7395,7.946,7.8953,6.7674,6.7229
2021-02-12,7.0531,7.0404,8.5527,8.5374,9.7728,9.7222,7.9406,7.89,6.7547,6.7102
2021-02-15,7.0288,7.0162,8.513,8.4977,9.7086,9.6582,7.8997,7.8493,6.7124,6.6682
2021-02-16,6.985,6.9724,8.476,8.4607,9.726,9.6755,7.8578,7.8077,6.6516,6.6079
2021-02-17,6.9275,6.915,8.4177,8.4026,9.6642,9.6141,7.8147,7.7648,6.5886,6.5452
2021-02-18,7.0167,7.004,8.471,8.4558,9.7544,9.7038,7.8605,7.8103,6.6373,6.5936
2021-02-19,6.9652,6.9527,8.4019,8.3867,9.7006,9.6503,7.7775,7.7279,6.6018,6.5583
2021-02-22,6.9736,6.9611,8.456,8.4407,9.7733,9.7226,7.8136,7.7637,6.6297,6.5861
2021-02-23,7.0066,6.994,8.4903,8.475,9.8339,9.7829,7.8083,7.7585,6.6455,6.6018
2021-02-24,7.038,7.0253,8.5572,8.5418,9.9287,9.8772,7.8499,7.7998,6.706,6.6619
2021-02-25,7.1485,7.1357,8.693,8.6774,10.1438,10.0912,7.9,7.8496,6.7803,6.7357
2021-02-26,7.2054,7.1924,8.7969,8.7811,10.219,10.166,7.9742,7.9233,6.8107,6.7659
2021-03-01,7.3841,7.3708,8.9581,8.942,10.3012,10.2477,8.1779,8.1257,6.9652,6.9194
2021-03-02,7.316,7.3029,8.8217,8.8059,10.2288,10.1758,8.0479,7.9966,6.8755,6.8303
2021-03-03,7.3248,7.3117,8.8013,8.7855,10.1909,10.138,8.0007,7.9497,6.8703,6.8252
2021-03-04,7.3524,7.3391,8.8839,8.8679,10.2882,10.2348,8.0448,7.9935,6.8939,6.8485
2021-03-05,7.4659,7.4524,8.993,8.9768,10.4281,10.374,8.114,8.0622,6.9772,6.9313
2021-03-08,7.5231,7.5096,8.9804,8.9643,10.4287,10.3747,8.114,8.0622,6.9571,6.9113
2021-03-09,7.6075,7.5939,9.0371,9.0208,10.5367,10.482,8.1681,8.116,7.0276,6.9813
2021-03-10,7.654,7.6403,9.1015,9.0851,10.639,10.5838,8.2201,8.1677,7.0526,7.0062
2021-03-11,7.6088,7.5952,9.0477,9.0315,10.5843,10.5294,8.202,8.1497,7.0141,6.968
2021-03-12,7.4581,7.4446,8.9155,8.8995,10.4212,10.3672,8.0663,8.0149,6.8875,6.8422
2021-03-15,7.5846,7.5709,9.0489,9.0326,10.5815,10.5266,8.1757,8.1236,6.9737,6.9279
2021-03-16,7.551,7.5374,9.0073,8.9912,10.5331,10.4784,8.141,8.0891,6.935,6.8894
2021-03-17,7.5176,7.5041,8.9702,8.954,10.4228,10.3687,8.1297,8.0779,6.9026,6.8572
2021-03-18,7.5115,7.498,8.9402,8.9242,10.4636,10.4093,8.1237,8.0718,6.8992,6.8538
2021-03-19,7.4708,7.4573,8.9274,8.9113,10.4527,10.3985,8.0938,8.0421,6.8671,6.8219
2021-03-22,7.2801,7.267,8.6722,8.6566,10.1591,10.1064,7.8668,7.8166,6.7082,6.6641
2021-03-23,7.9182,7.904,9.4239,9.4069,10.9913,10.9343,8.555,8.5004,7.3015,7.2535
2021-03-24,7.8222,7.8082,9.307,9.2902,10.8144,10.7583,8.4461,8.3922,7.2165,7.1691
2021-03-25,7.9809,7.9666,9.4427,9.4257,10.9588,10.902,8.552,8.4974,7.3642,7.3158
2021-03-26,7.9552,7.9409,9.3947,9.3778,10.9125,10.8559,8.5177,8.4634,7.3112,7.2631
2021-03-29,8.0037,7.9893,9.4319,9.415,11.042,10.9848,8.5291,8.4747,7.3283,7.2801
2021-03-30,8.1338,8.1192,9.579,9.5618,11.254,11.1957,8.6813,8.6259,7.4386,7.3896
2021-03-31,8.341,8.326,9.7917,9.7741,11.492,11.4324,8.8757,8.8191,7.5823,7.5324
2021-04-01,8.3408,8.3258,9.7864,9.7688,11.5007,11.4411,8.867,8.8104,7.5557,7.506
2021-04-02,8.1854,8.1707,9.6071,9.5898,11.2955,11.2369,8.6735,8.6182,7.4074,7.3587
2021-04-05,8.0506,8.0362,9.4816,9.4646,11.1583,11.1005,8.5733,8.5186,7.3039,7.2558
2021-04-06,8.154,8.1394,9.5794,9.5622,11.3146,11.2559,8.6668,8.6116,7.3908,7.3422
2021-04-07,8.1588,8.1441,9.6364,9.6191,11.3205,11.2618,8.7174,8.6618,7.4081,7.3594
2021-04-08,8.1836,8.1688,9.725,9.7075,11.3212,11.2625,8.8252,8.7689,7.4703,7.4212
2021-04-09,8.1665,8.1518,9.6982,9.6808,11.2489,11.1906,8.8177,8.7615,7.4761,7.4269
2021-04-12,8.153,8.1383,9.6951,9.6777,11.1926,11.1345,8.8268,8.7705,7.4559,7.4069
2021-04-13,8.1828,8.1681,9.7324,9.7149,11.2623,11.2039,8.8695,8.8129,7.4961,7.4467
2021-04-14,8.153,8.1383,9.6979,9.6805,11.2256,11.1674,8.834,8.7776,7.4695,7.4203
2021-04-15,8.0875,8.0729,9.6732,9.6558,11.1609,11.103,8.8015,8.7454,7.4402,7.3913
2021-04-16,8.0712,8.0567,9.6644,9.647,11.1425,11.0847,8.7647,8.7088,7.4351,7.3862
2021-04-19,8.0719,8.0574,9.6698,9.6524,11.1319,11.0742,8.7987,8.7426,7.4342,7.3853
2021-04-20,8.0659,8.0514,9.6977,9.6802,11.2252,11.167,8.8328,8.7764,7.4729,7.4238
2021-04-21,8.1157,8.1011,9.7894,9.7718,11.3686,11.3097,8.8898,8.8331,7.5026,7.4533
2021-04-22,8.158,8.1433,9.7992,9.7816,11.3848,11.3258,8.9111,8.8542,7.5623,7.5125
2021-04-26,8.2843,8.2694,9.9755,9.9576,11.544,11.4841,9.0693,9.0114,7.689,7.6384
2021-04-27,8.3445,8.3295,10.0916,10.0735,11.624,11.5637,9.1465,9.0882,7.7593,7.7082
2021-04-28,8.2458,8.231,9.955,9.9371,11.4725,11.413,9.033,8.9754,7.6326,7.5824
2021-04-29,8.2008,8.186,9.8977,9.8799,11.3989,11.3398,8.9743,8.917,7.5449,7.4952
2021-04-30,8.19,8.1753,9.9269,9.909,11.4445,11.3852,9.0217,8.9642,7.5366,7.487
2021-05-03,8.2459,8.2311,9.9724,9.9545,11.4923,11.4327,9.0892,9.0312,7.5913,7.5414
2021-05-04,8.3069,8.292,10.0065,9.9885,11.5275,11.4678,9.1207,9.0625,7.6018,7.5518
2021-05-05,8.3241,8.3091,10.0017,9.9837,11.5685,11.5085,9.1215,9.0633,7.6278,7.5776
2021-05-06,8.355,8.34,10.029,10.0109,11.6348,11.5744,9.1545,9.0961,7.6583,7.6079
2021-05-07,8.3211,8.3062,10.0159,9.9979,11.591,11.5309,9.1617,9.1032,7.6378,7.5876
2021-05-10,8.2879,8.273,10.0059,9.9879,11.5518,11.4919,9.1473,9.089,7.6109,7.5608
2021-05-11,8.2605,8.2457,10.0465,10.0284,11.6582,11.5978,9.1966,9.138,7.6087,7.5587
2021-05-12,8.3016,8.2867,10.0909,10.0727,11.7504,11.6895,9.2224,9.1635,7.6474,7.5971
2021-05-17,8.3016,8.2867,10.0909,10.0727,11.7504,11.6895,9.2224,9.1635,7.6474,7.5971
2021-05-18,8.3619,8.3469,10.1586,10.1403,11.8105,11.7492,9.2976,9.2383,7.6757,7.6252
2021-05-20,8.3431,8.3281,10.185,10.1667,11.8664,11.8049,9.3118,9.2524,7.6753,7.6248
2021-05-21,8.384,8.3689,10.2226,10.2043,11.8624,11.8009,9.3211,9.2617,7.7113,7.6606
2021-05-24,8.3705,8.3554,10.2256,10.2072,11.9041,11.8423,9.3519,9.2923,7.7176,7.6668
2021-05-25,8.3962,8.3811,10.2462,10.2278,11.8935,11.8318,9.3731,9.3133,7.7317,7.6809
2021-05-26,8.4098,8.3947,10.3046,10.2861,11.9446,11.8826,9.4221,9.362,7.749,7.698
2021-05-27,8.4482,8.433,10.3413,10.3227,11.981,11.9189,9.4616,9.4012,7.7783,7.7272
2021-05-28,8.4475,8.4323,10.3035,10.2849,11.9555,11.8935,9.4272,9.367,7.757,7.706
2021-05-31,8.5651,8.5496,10.4334,10.4147,12.1699,12.1068,9.546,9.4851,7.811,7.7596
2021-06-01,8.5143,8.499,10.3816,10.3629,12.0912,12.0285,9.4814,9.4209,7.7802,7.729
2021-06-02,8.5185,8.5032,10.4185,10.3998,12.1143,12.0514,9.4997,9.4391,7.7938,7.7426
2021-06-03,8.6221,8.6066,10.5084,10.4895,12.2108,12.1475,9.5997,9.5384,7.8715,7.8197
2021-06-04,8.6387,8.6231,10.528,10.5091,12.2632,12.1996,9.6212,9.5598,7.8871,7.8352
2021-06-07,8.6976,8.682,10.535,10.516,12.3025,12.2387,9.6378,9.5763,7.915,7.8629
2021-06-08,8.6356,8.6201,10.5014,10.4825,12.235,12.1715,9.6224,9.561,7.9115,7.8594
2021-06-09,8.6046,8.5891,10.4773,10.4585,12.1908,12.1276,9.6128,9.5515,7.8783,7.8265
2021-06-10,8.5904,8.575,10.4703,10.4515,12.1987,12.1354,9.6094,9.5481,7.8682,7.8164
2021-06-11,8.5467,8.5313,10.3995,10.3808,12.0691,12.0065,9.5583,9.4974,7.8233,7.7718
2021-06-14,8.3697,8.3547,10.1798,10.1615,11.8713,11.8097,9.3661,9.3063,7.6624,7.612
2021-06-15,8.3524,8.3374,10.118,10.0998,11.7959,11.7348,9.3143,9.2549,7.6329,7.5827
2021-06-16,8.5628,8.5474,10.3833,10.3646,12.082,12.0193,9.552,9.4911,7.7958,7.7445
2021-06-17,8.5371,8.5218,10.3513,10.3327,12.0696,12.007,9.5215,9.4608,7.782,7.7308
2021-06-18,8.6398,8.6243,10.3258,10.3072,12.0892,12.0265,9.4801,9.4196,7.8258,7.7743
2021-06-21,8.6802,8.6646,10.3383,10.3197,12.0755,12.0129,9.4711,9.4107,7.903,7.8511
2021-06-22,8.7655,8.7497,10.422,10.4032,12.1637,12.1006,9.5367,9.4758,7.9852,7.9327
2021-06-23,8.7359,8.7202,10.3909,10.3722,12.1496,12.0866,9.516,9.4553,7.9272,7.875
2021-06-24,8.6294,8.6139,10.3013,10.2828,12.0745,12.0119,9.4187,9.3587,7.7988,7.7475
2021-06-25,8.6749,8.6593,10.3542,10.3356,12.127,12.0641,9.4614,9.4011,7.8447,7.7931
2021-06-28,8.6928,8.6772,10.3833,10.3646,12.1107,12.0479,9.5008,9.4402,7.8677,7.8159
2021-06-29,8.7376,8.7219,10.4265,10.4077,12.1797,12.1165,9.5345,9.4736,7.9089,7.8569
2021-06-30,8.7208,8.7052,10.3832,10.3645,12.0971,12.0343,9.4944,9.4339,7.9036,7.8516
2021-07-01,8.6959,8.6803,10.3435,10.3249,12.0633,12.0008,9.4497,9.3894,7.8873,7.8354
2021-07-02,8.6924,8.6768,10.3074,10.2889,12.0155,11.9532,9.4125,9.3525,7.8226,7.7711
2021-07-05,8.6954,8.6797,10.2841,10.2657,11.9765,11.9144,9.4093,9.3492,7.8165,7.7651
2021-07-06,8.6806,8.665,10.3055,10.287,12.0448,11.9824,9.4425,9.3823,7.8475,7.7958
2021-07-07,8.6671,8.6515,10.2747,10.2562,12.0346,11.9722,9.4171,9.357,7.8436,7.792
2021-07-08,8.6813,8.6657,10.2653,10.2469,12.008,11.9457,9.4234,9.3633,7.8601,7.8084
2021-07-09,8.7024,8.6867,10.2906,10.2721,12.0084,11.9461,9.4895,9.429,7.9389,7.8867
2021-07-12,8.6872,8.6715,10.2897,10.2712,12.0007,11.9384,9.5135,9.4528,7.9129,7.8608
2021-07-13,8.6475,8.6319,10.2538,10.2354,12.0085,11.9462,9.4685,9.4081,7.8704,7.8186
2021-07-14,8.6188,8.6033,10.211,10.1926,11.9662,11.9041,9.4318,9.3717,7.8327,7.7812
2021-07-16,8.6278,8.6123,10.1743,10.156,11.9698,11.9077,9.4117,9.3516,7.8273,7.7758
2021-07-19,8.5252,8.5099,10.0664,10.0483,11.8032,11.742,9.2944,9.2351,7.7598,7.7087
2021-07-26,8.5252,8.5099,10.0664,10.0483,11.8032,11.742,9.2944,9.2351,7.7598,7.7087
2021-07-27,8.5885,8.573,10.1232,10.105,11.8504,11.789,9.3753,9.3155,7.8077,7.7564
2021-07-28,8.5758,8.5604,10.1077,10.0896,11.8489,11.7875,9.3728,9.313,7.8066,7.7552
2021-07-29,8.56,8.5446,10.1111,10.0929,11.901,11.8393,9.3799,9.32,7.8034,7.7521
2021-07-30,8.5128,8.4975,10.1043,10.0862,11.8955,11.8338,9.3896,9.3297,7.7687,7.7176
2021-08-02,8.429,8.4139,10.0264,10.0084,11.792,11.7308,9.3286,9.2691,7.7111,7.6604
2021-08-03,8.4001,8.385,9.9857,9.9677,11.7064,11.6457,9.3009,9.2416,7.6829,7.6324
2021-08-04,8.3379,8.3229,9.9084,9.8906,11.6246,11.5643,9.2443,9.1854,7.6556,7.6053
2021-08-05,8.4344,8.4193,10.0071,9.9891,11.7734,11.7123,9.346,9.2864,7.7481,7.6972
2021-08-06,8.5416,8.5262,10.1158,10.0976,11.908,11.8463,9.4468,9.3866,7.8155,7.7641
2021-08-09,8.5773,8.5619,10.1331,10.1149,11.9578,11.8958,9.4691,9.4087,7.8315,7.78
2021-08-10,8.6582,8.6426,10.1805,10.1622,12.0338,11.9714,9.4704,9.4099,7.8787,7.8269
2021-08-11,8.6361,8.6205,10.1294,10.1112,11.9884,11.9262,9.3947,9.3347,7.837,7.7855
2021-08-12,8.6399,8.6244,10.1195,10.1014,11.9598,11.8977,9.3763,9.3164,7.8199,7.7685
2021-08-13,8.5877,8.5723,10.0821,10.064,11.9231,11.8612,9.3365,9.2769,7.7964,7.7451
2021-08-16,8.5512,8.5359,10.0431,10.0251,11.8257,11.7644,9.2924,9.2331,7.7718,7.7206
2021-08-17,8.4833,8.4681,9.9941,9.9762,11.7757,11.7146,9.2991,9.2397,7.7763,7.7251
2021-08-18,8.4293,8.4141,9.9201,9.9022,11.651,11.5906,9.2717,9.2125,7.7302,7.6794
2021-08-19,8.4784,8.4632,9.9353,9.9174,11.6795,11.6189,9.2957,9.2364,7.7496,7.6987
2021-08-20,8.5264,8.5111,9.967,9.9491,11.6931,11.6324,9.3224,9.263,7.7908,7.7395
2021-08-23,8.5407,8.5254,9.973,9.9551,11.6508,11.5903,9.3337,9.2741,7.8074,7.7561
2021-08-24,8.4724,8.4572,9.9323,9.9144,11.5962,11.5361,9.2717,9.2125,7.7204,7.6696
