Tarih,TP_DK_USD_S_YTL,TP_DK_USD_A_YTL,TP_DK_EUR_S_YTL,TP_DK_EUR_A_YTL,TP_DK_GBP_S_YTL,TP_DK_GBP_A_YTL,TP_DK_CHF_S_YTL,TP_DK_CHF_A_YTL,TP_DK_JPY_S_YTL,TP_DK_JPY_A_YTL
2022-08-18,17.9735,17.9411,18.2816,18.2487,21.7854,21.6724,18.9378,18.817,13.3629,13.275
2022-08-19,18.0011,17.9688,18.3024,18.2694,21.7189,21.6063,18.9274,18.8066,13.3482,13.2604
2022-08-22,18.1093,18.0767,18.2421,18.2093,21.5446,21.4329,18.9681,18.8471,13.2807,13.1933
2022-08-23,18.1314,18.0988,18.151,18.1184,21.4448,21.3336,18.9505,18.8296,13.2721,13.1848
2022-08-24,18.1345,18.1018,17.9988,17.9664,21.3689,21.258,18.8167,18.6966,13.2394,13.1523
2022-08-25,18.1503,18.1176,18.0438,18.0113,21.4613,21.35,18.8859,18.7654,13.3185,13.2309
2022-08-26,18.1793,18.1466,18.1707,18.138,21.5581,21.4463,18.923,18.8023,13.3496,13.2618
2022-08-29,18.1892,18.1564,18.1681,18.1354,21.522,21.4104,18.9062,18.7856,13.3126,13.2251
2022-08-31,18.1975,18.1648,18.1259,18.0933,21.2903,21.1799,18.8309,18.7108,13.1564,13.0698
2022-09-01,18.2031,18.1704,18.1901,18.1574,21.2199,21.1098,18.6609,18.5419,13.1614,13.0748
2022-09-02,18.2132,18.1805,18.2554,18.2226,21.1383,21.0287,18.6786,18.5595,13.1101,13.0239
2022-09-05,18.2337,18.2009,18.2125,18.1797,21.1144,21.0049,18.6302,18.5114,13.0249,12.9392
2022-09-06,18.2378,18.205,18.087,18.0545,21.0006,20.8916,18.61,18.4913,13.0132,12.9276
2022-09-07,18.2376,18.2048,18.1479,18.1153,21.1603,21.0506,18.644,18.525,12.9083,12.8233
2022-09-08,18.2468,18.214,18.0703,18.0378,20.9773,20.8685,18.5825,18.4639,12.6746,12.5913
2022-09-09,18.2523,18.2195,18.2546,18.2218,21.0516,20.9424,18.7677,18.6479,12.7266,12.6429
2022-09-12,18.2517,18.2189,18.3953,18.3622,21.2249,21.1148,19.0645,18.9429,12.8653,12.7807
2022-09-13,18.2515,18.2187,18.5375,18.5041,21.3561,21.2454,19.1545,19.0323,12.8187,12.7344
2022-09-14,18.2533,18.2205,18.5463,18.513,21.4314,21.3202,19.2521,19.1293,12.8669,12.7822
2022-09-15,18.2649,18.2321,18.2525,18.2196,21.1065,20.9971,19.0471,18.9255,12.7731,12.6891
2022-09-16,18.2755,18.2427,18.2423,18.2095,21.0829,20.9736,19.091,18.9692,12.7661,12.6821
2022-09-19,18.2802,18.2474,18.2281,18.1954,20.8579,20.7497,19.0205,18.8991,12.7848,12.7007
2022-09-20,18.2987,18.2658,18.2599,18.2271,20.8486,20.7404,18.9627,18.8417,12.7843,12.7002
2022-09-21,18.3115,18.2786,18.3344,18.3014,20.9761,20.8673,19.0178,18.8964,12.7842,12.7001
2022-09-22,18.3279,18.2949,18.1638,18.1312,20.8148,20.7069,19.0404,18.9189,12.7732,12.6892
2022-09-23,18.3732,18.3401,18.1111,18.0785,20.7901,20.6822,18.8686,18.7482,12.8418,12.7573
2022-09-26,18.4033,18.3702,17.9755,17.9431,20.5203,20.4139,18.8069,18.6869,12.9312,12.8462
2022-09-27,18.4598,18.4266,17.8229,17.7909,19.8095,19.7068,18.7396,18.62,12.8473,12.7628
2022-09-28,18.4842,18.4509,17.804,17.7719,19.9869,19.8833,18.7518,18.6322,12.8352,12.7508
2022-09-29,18.5195,18.4862,17.7029,17.6711,19.7764,19.6738,18.7146,18.5952,12.8282,12.7438
2022-09-30,18.5371,18.5038,17.9555,17.9232,20.1038,19.9995,18.9299,18.8092,12.8409,12.7565
2022-10-03,18.5521,18.5187,18.1722,18.1395,20.6889,20.5816,19.0101,18.8888,12.875,12.7903
2022-10-04,18.5731,18.5397,18.1801,18.1474,20.8397,20.7316,18.8309,18.7108,12.8363,12.7518
2022-10-05,18.5781,18.5447,18.3563,18.3233,21.1473,21.0376,18.8354,18.7152,12.8669,12.7822
2022-10-06,18.5885,18.555,18.472,18.4388,21.2254,21.1154,18.955,18.8341,12.9038,12.8189
2022-10-07,18.5923,18.5589,18.3873,18.3543,21.0213,20.9122,18.9742,18.8532,12.8835,12.7988
2022-10-10,18.5927,18.5592,18.2123,18.1795,20.8308,20.7227,18.8137,18.6936,12.8604,12.7758
2022-10-11,18.5915,18.5581,18.0372,18.0048,20.6038,20.497,18.6806,18.5615,12.8107,12.7264
2022-10-12,18.5949,18.5615,18.0493,18.0168,20.5756,20.4689,18.6589,18.5399,12.797,12.7128
2022-10-13,18.5999,18.5664,18.0622,18.0297,20.5584,20.4518,18.7339,18.6144,12.7389,12.6551
2022-10-14,18.5991,18.5656,18.073,18.0405,20.7483,20.6407,18.6678,18.5487,12.6997,12.6161
2022-10-17,18.593,18.5596,18.1256,18.093,20.9789,20.8701,18.6181,18.4993,12.6238,12.5408
2022-10-18,18.5997,18.5663,18.1223,18.0897,21.0046,20.8957,18.6076,18.4889,12.5343,12.4518
2022-10-19,18.5998,18.5663,18.3025,18.2696,21.0663,20.9571,18.7307,18.6112,12.5062,12.424
2022-10-20,18.5996,18.5661,18.2485,18.2157,20.9936,20.8847,18.6374,18.5185,12.4732,12.3912
2022-10-21,18.6021,18.5687,18.2187,18.186,20.9017,20.7933,18.5647,18.4463,12.4425,12.3607
2022-10-24,18.6076,18.5741,18.1573,18.1246,20.767,20.6593,18.4744,18.3565,12.3572,12.2759
2022-10-25,18.6165,18.583,18.309,18.2761,21.1209,21.0113,18.6468,18.5279,12.503,12.4207
2022-10-26,18.616,18.5825,18.3561,18.3231,21.0964,20.9869,18.6104,18.4917,12.5312,12.4488
2022-10-27,18.6199,18.5865,18.6589,18.6253,21.5592,21.4474,18.8647,18.7444,12.679,12.5956
2022-10-28,18.6215,18.588,18.7174,18.6837,21.5994,21.4873,18.8747,18.7543,12.7741,12.6901
2022-10-31,18.6215,18.588,18.7174,18.6837,21.5994,21.4873,18.8747,18.7543,12.7741,12.6901
2022-11-01,18.625,18.5915,18.5075,18.4742,21.5731,21.4612,18.6792,18.56,12.5895,12.5067
2022-11-02,18.6291,18.5956,18.5012,18.468,21.5258,21.4142,18.765,18.6453,12.6575,12.5742
2022-11-03,18.6316,18.5981,18.4375,18.4043,21.4674,21.356,18.7221,18.6027,12.6903,12.6068
2022-11-04,18.6307,18.5972,18.1966,18.1639,21.0753,20.9659,18.4838,18.3658,12.613,12.5301
2022-11-07,18.6271,18.5936,18.2178,18.185,20.9258,20.8173,18.5011,18.3831,12.633,12.5499
2022-11-08,18.6168,18.5833,18.556,18.5226,21.2552,21.1449,18.7957,18.6758,12.6996,12.6161
2022-11-09,18.6138,18.5803,18.6079,18.5744,21.3883,21.2773,18.838,18.7178,12.7373,12.6535
2022-11-10,18.6126,18.5791,18.7187,18.685,21.4253,21.3142,18.9385,18.8177,12.811,12.7267
2022-11-11,18.6127,18.5793,18.5752,18.5418,21.2246,21.1145,18.9042,18.7836,12.7474,12.6635
2022-11-14,18.5448,18.5115,19.023,18.9888,21.8148,21.7017,19.3399,19.2166,13.2372,13.1501
2022-11-15,18.6153,18.5819,19.2006,19.1661,21.9733,21.8593,19.7216,19.5958,13.327,13.2393
2022-11-16,18.6199,18.5864,19.3675,19.3327,22.082,21.9675,19.8469,19.7203,13.3819,13.2938
2022-11-17,18.6251,18.5916,19.3873,19.3524,22.1946,22.0795,19.8311,19.7046,13.3852,13.2972
2022-11-18,18.6294,18.5959,19.317,19.2822,22.1999,22.0848,19.7198,19.594,13.3748,13.2868
2022-11-21,18.628,18.5945,19.319,19.2842,22.2306,22.1153,19.6213,19.4961,13.3467,13.2589
2022-11-22,18.6314,18.5979,19.0891,19.0548,22.0471,21.9328,19.4992,19.3748,13.2101,13.1232
2022-11-23,18.6369,18.6033,19.1345,19.1,22.1267,22.0119,19.5382,19.4136,13.1979,13.1111
2022-11-24,18.6397,18.6062,19.2447,19.2101,22.2396,22.1243,19.6357,19.5104,13.22,13.133
2022-11-25,18.638,18.6045,19.4085,19.3736,22.5786,22.4615,19.8182,19.6918,13.4746,13.386
2022-11-28,18.6406,18.6071,19.4019,19.367,22.5909,22.4738,19.7741,19.648,13.4346,13.3462
2022-11-29,18.6404,18.6069,19.4423,19.4073,22.5629,22.4459,19.8002,19.6739,13.5401,13.4511
2022-11-30,18.6475,18.614,19.3464,19.3116,22.4449,22.3285,19.6888,19.5632,13.5278,13.4388
2022-12-01,18.653,18.6194,19.3172,19.2824,22.4004,22.2842,19.6529,19.5276,13.4823,13.3936
2022-12-02,18.6458,18.6123,19.4556,19.4206,22.6543,22.5369,19.7973,19.671,13.7101,13.6199
2022-12-05,18.6438,18.6103,19.6357,19.6004,22.9108,22.792,19.9873,19.8598,13.9195,13.8279
2022-12-06,18.6465,18.613,19.6789,19.6436,22.9482,22.8292,19.9839,19.8564,13.8285,13.7375
2022-12-07,18.6479,18.6143,19.5727,19.5375,22.7677,22.6496,19.8212,19.6947,13.666,13.5761
2022-12-08,18.6501,18.6166,19.5366,19.5015,22.6852,22.5675,19.8422,19.7156,13.5921,13.5027
2022-12-09,18.6538,18.6202,19.6117,19.5764,22.7665,22.6485,19.8645,19.7378,13.6668,13.5769
2022-12-12,18.6544,18.6208,19.7039,19.6684,22.8989,22.7801,20.0301,19.9023,13.7356,13.6452
2022-12-13,18.6534,18.6199,19.6739,19.6386,22.9134,22.7946,20.023,19.8953,13.6721,13.5821
2022-12-14,18.6581,18.6246,19.6736,19.6382,22.9523,22.8333,19.9772,19.8497,13.5935,13.5041
2022-12-15,18.6602,18.6266,19.8706,19.8349,23.1367,23.0167,20.1598,20.0312,13.8377,13.7467
2022-12-16,18.6589,18.6254,19.8341,19.7985,23.0813,22.9616,20.1535,20.025,13.7211,13.6308
2022-12-19,18.6603,18.6268,19.8471,19.8114,22.7645,22.6465,20.1422,20.0137,13.6414,13.5516
2022-12-20,18.6647,18.6312,19.8282,19.7925,22.8081,22.6898,20.0974,19.9692,13.7518,13.6613
2022-12-21,18.6717,18.6381,19.8382,19.8025,22.7422,22.6243,20.193,20.0642,14.1231,14.0302
2022-12-22,18.6768,18.6432,19.8344,19.7987,22.7185,22.6007,20.1995,20.0706,14.2031,14.1096
2022-12-23,18.6858,18.6522,19.8711,19.8354,22.6465,22.5291,20.2559,20.1267,14.1894,14.0961
2022-12-26,18.6928,18.6592,19.8401,19.8044,22.5847,22.4675,20.1285,20.0001,14.1285,14.0355
2022-12-27,18.6986,18.6649,19.8681,19.8324,22.6003,22.4831,20.101,19.9728,14.0987,14.0059
2022-12-28,18.715,18.6813,19.9446,19.9087,22.6316,22.5142,20.1856,20.0569,14.0962,14.0034
2022-12-29,18.7301,18.6964,19.9304,19.8946,22.5976,22.4804,20.2059,20.077,14.016,13.9238
2022-12-30,18.7303,18.6966,19.9175,19.8816,22.5834,22.4663,20.2728,20.1435,14.0401,13.9478
2023-01-02,18.732,18.6983,19.9708,19.9349,22.6065,22.4892,20.3316,20.2019,14.2237,14.1301
2023-01-03,18.7366,18.7029,20.0166,19.9806,22.6283,22.5109,20.3105,20.181,14.3499,14.2555
2023-01-04,18.7442,18.7105,19.8175,19.7818,22.4596,22.3431,20.1228,19.9944,14.403,14.3082
2023-01-05,18.7531,18.7194,19.883,19.8472,22.6182,22.5009,20.2434,20.1143,14.4054,14.3106
2023-01-06,18.7725,18.7387,19.9245,19.8886,22.6052,22.4879,20.2802,20.1508,14.2012,14.1078
2023-01-09,18.7836,18.7498,19.7395,19.704,22.343,22.2271,20.0489,19.921,14.0178,13.9255
2023-01-10,18.7876,18.7538,20.063,20.0269,22.8546,22.736,20.3703,20.2403,14.2352,14.1415
2023-01-11,18.7893,18.7555,20.1749,20.1386,22.9006,22.7818,20.4477,20.3172,14.2714,14.1775
2023-01-12,18.7919,18.7581,20.1891,20.1528,22.8546,22.7361,20.4071,20.2769,14.2167,14.1231
2023-01-13,18.7946,18.7608,20.2222,20.1858,22.8918,22.7731,20.2037,20.0748,14.3466,14.2522
2023-01-16,18.793,18.7592,20.3752,20.3386,22.9942,22.8749,20.2883,20.1589,14.6602,14.5637
2023-01-17,18.8019,18.7681,20.3529,20.3163,22.9977,22.8784,20.3484,20.2186,14.6906,14.5939
2023-01-18,18.8029,18.7691,20.3523,20.3157,23.0051,22.8857,20.4091,20.2789,14.6396,14.5433
2023-01-19,18.8039,18.7701,20.3695,20.3329,23.2394,23.1189,20.576,20.4448,14.5319,14.4363
2023-01-20,18.808,18.7742,20.3419,20.3054,23.2435,23.1229,20.5711,20.4399,14.6948,14.5982
2023-01-23,18.811,18.7771,20.3785,20.3419,23.2853,23.1645,20.5249,20.394,14.5732,14.4774
2023-01-24,18.8183,18.7844,20.5137,20.4768,23.3682,23.247,20.5361,20.4051,14.5083,14.4128
2023-01-25,18.8073,18.7735,20.4509,20.4142,23.2866,23.1658,20.4567,20.3262,14.4955,14.4001
2023-01-26,18.8188,18.785,20.4738,20.437,23.2118,23.0914,20.4319,20.3016,14.499,14.4036
2023-01-27,18.8191,18.7853,20.5301,20.4931,23.3671,23.246,20.5476,20.4165,14.5457,14.45
2023-01-30,18.8191,18.7852,20.4769,20.4401,23.326,23.205,20.4662,20.3356,14.5176,14.4221
2023-01-31,18.8215,18.7876,20.4894,20.4525,23.3568,23.2356,20.4877,20.357,14.5249,14.4293
2023-02-01,18.8216,18.7878,20.3824,20.3458,23.2444,23.1239,20.353,20.2232,14.4752,14.38
2023-02-02,18.8235,18.7897,20.488,20.4512,23.2323,23.1118,20.5986,20.4672,14.5152,14.4197
2023-02-03,18.8252,18.7913,20.7033,20.6661,23.2953,23.1745,20.7656,20.6331,14.6516,14.5552
2023-02-06,18.8287,18.7948,20.5532,20.5163,23.0672,22.9476,20.6473,20.5156,14.6808,14.5842
2023-02-07,18.843,18.8092,20.3028,20.2662,22.7399,22.6219,20.4118,20.2816,14.315,14.2209
2023-02-08,18.8426,18.8087,20.1969,20.1606,22.6734,22.5558,20.3806,20.2506,14.3076,14.2135
2023-02-09,18.8439,18.81,20.2492,20.2127,22.8162,22.6979,20.5422,20.4111,14.4323,14.3373
2023-02-10,18.8448,18.8109,20.2677,20.2313,22.8906,22.7719,20.5581,20.4269,14.4197,14.3249
2023-02-13,18.8451,18.8112,20.2027,20.1664,22.8664,22.7478,20.4785,20.3479,14.4378,14.3428
2023-02-14,18.8523,18.8184,20.1284,20.0922,22.7556,22.6375,20.4583,20.3277,14.2673,14.1734
2023-02-15,18.8564,18.8225,20.2697,20.2332,22.9957,22.8764,20.5934,20.462,14.3095,14.2153
2023-02-16,18.8621,18.8282,20.2109,20.1746,22.8399,22.7214,20.4769,20.3462,14.1748,14.0816
2023-02-17,18.8659,18.832,20.1942,20.1579,22.7716,22.6535,20.4988,20.368,14.1277,14.0348
2023-02-20,18.87,18.836,20.0737,20.0376,22.5649,22.4479,20.3062,20.1766,14.0237,13.9315
2023-02-21,18.8777,18.8438,20.1795,20.1432,22.753,22.635,20.4911,20.3603,14.1093,14.0164
2023-02-22,18.8803,18.8464,20.1312,20.095,22.8029,22.6846,20.4603,20.3298,14.0603,13.9678
2023-02-23,18.8846,18.8506,20.096,20.0599,22.8712,22.7526,20.4125,20.2823,14.0395,13.9471
2023-02-24,18.8887,18.8548,20.0337,19.9977,22.7865,22.6683,20.3195,20.1898,14.0372,13.9448
2023-02-27,18.8906,18.8567,20.0012,19.9653,22.7339,22.616,20.2501,20.1209,14.0202,13.928
2023-02-28,18.8972,18.8632,19.9419,19.9061,22.6447,22.5272,20.1218,19.9934,13.8975,13.8061
2023-03-01,18.8986,18.8647,20.0403,20.0042,22.8567,22.7381,20.1981,20.0692,13.8606,13.7694
2023-03-02,18.8991,18.8652,20.1207,20.0845,22.8379,22.7194,20.1963,20.0674,13.9468,13.8551
2023-03-03,18.901,18.867,20.0906,20.0545,22.6775,22.5599,20.114,19.9857,13.869,13.7778
2023-03-06,18.8927,18.8587,20.0555,20.0195,22.6813,22.5637,20.1752,20.0465,13.895,13.8036
2023-03-07,18.9141,18.8801,20.1219,20.0857,22.7773,22.6592,20.2878,20.1583,13.9486,13.8569
2023-03-08,18.9247,18.8907,20.1913,20.1549,22.7882,22.67,20.3582,20.2283,13.9617,13.8698
2023-03-09,18.9476,18.9135,19.9682,19.9323,22.4597,22.3432,20.1442,20.0157,13.8131,13.7223
2023-03-10,18.9636,18.9295,20.0256,19.9895,22.5476,22.4306,20.256,20.1267,13.9349,13.8432
2023-03-13,18.9716,18.9374,20.0872,20.0511,22.7347,22.6168,20.4528,20.3223,13.9099,13.8184
2023-03-14,18.9835,18.9494,20.301,20.2645,22.9859,22.8667,20.7915,20.6588,14.2209,14.1274
2023-03-15,18.9855,18.9514,20.3292,20.2927,23.1269,23.007,20.8674,20.7343,14.2095,14.1161
2023-03-16,18.9924,18.9583,20.2888,20.2523,23.0587,22.9391,20.7348,20.6025,14.1792,14.0859
2023-03-17,19.0098,18.9756,20.1783,20.142,22.9832,22.864,20.5497,20.4186,14.3414,14.247
2023-03-20,19.0127,18.9785,20.2441,20.2077,23.1289,23.0089,20.5784,20.4471,14.3291,14.2348
2023-03-21,19.0261,18.9919,20.3118,20.2753,23.2623,23.1416,20.5544,20.4233,14.5475,14.4518
2023-03-22,19.0357,19.0014,20.4462,20.4094,23.3521,23.231,20.5686,20.4373,14.4471,14.3521
2023-03-23,19.0508,19.0165,20.5388,20.5019,23.4085,23.2871,20.7006,20.5685,14.4003,14.3056
2023-03-24,19.0566,19.0223,20.7593,20.722,23.5008,23.3789,20.8588,20.7257,14.5702,14.4744
2023-03-27,19.0714,19.0371,20.5424,20.5055,23.3776,23.2563,20.8055,20.6727,14.6977,14.6011
2023-03-28,19.1023,19.068,20.5622,20.5252,23.4477,23.3261,20.8809,20.7477,14.5855,14.4896
2023-03-29,19.1183,19.0839,20.6839,20.6467,23.5706,23.4483,20.8862,20.7529,14.631,14.5348
2023-03-30,19.1415,19.107,20.7575,20.7201,23.6522,23.5295,20.8708,20.7376,14.5425,14.4468
2023-03-31,19.1804,19.146,20.8396,20.8021,23.7174,23.5943,20.9859,20.8521,14.5054,14.41
2023-04-03,19.1878,19.1532,20.8825,20.845,23.7836,23.6602,20.9955,20.8615,14.4306,14.3356
2023-04-04,19.2133,19.1788,20.8448,20.8074,23.753,23.6298,20.9988,20.8648,14.4426,14.3476
2023-04-05,19.2347,19.2001,20.9974,20.9597,24.0409,23.9162,21.1363,21.0014,14.5139,14.4184
2023-04-06,19.2612,19.2266,21.088,21.0501,24.0811,23.9562,21.3283,21.1923,14.6797,14.5831
2023-04-07,19.2708,19.2361,21.016,20.9782,24.0653,23.9405,21.3365,21.2004,14.6998,14.6031
2023-04-10,19.2679,19.2332,21.0342,20.9964,24.0091,23.8846,21.3624,21.2261,14.6604,14.5639
2023-04-11,19.2727,19.238,21.0188,20.981,23.9876,23.8632,21.3202,21.1842,14.5979,14.5019
2023-04-12,19.2966,19.2619,21.0421,21.0043,24.0301,23.9055,21.373,21.2366,14.5228,14.4272
2023-04-13,19.3232,19.2885,21.112,21.0741,24.0361,23.9115,21.4611,21.3242,14.4809,14.3856
2023-04-14,19.3418,19.307,21.2895,21.2512,24.2267,24.101,21.7282,21.5895,14.5574,14.4616
2023-04-17,19.3712,19.3363,21.4258,21.3873,24.2808,24.1549,21.8637,21.7242,14.6587,14.5622
2023-04-18,19.389,19.3542,21.2901,21.2519,24.0981,23.9732,21.7386,21.5999,14.5062,14.4108
2023-04-19,19.4104,19.3755,21.2937,21.2554,24.172,24.0466,21.7013,21.5628,14.5062,14.4108
2023-04-20,19.4155,19.3806,21.2503,21.2121,24.1769,24.0516,21.6517,21.5135,14.4426,14.3476
2023-04-24,19.4155,19.3806,21.2503,21.2121,24.1769,24.0516,21.6517,21.5135,14.4426,14.3476
2023-04-25,19.4202,19.3853,21.3588,21.3204,24.1951,24.0696,21.863,21.7235,14.4851,14.3898
2023-04-26,19.4286,19.3937,21.4335,21.395,24.2515,24.1257,21.9405,21.8005,14.5185,14.423
2023-04-27,19.4379,19.4029,21.446,21.4074,24.2754,24.1494,21.8897,21.75,14.5899,14.494
2023-04-28,19.4453,19.4103,21.479,21.4403,24.2825,24.1566,21.8359,21.6966,14.5771,14.4812
2023-05-02,19.4618,19.4268,21.3989,21.3604,24.3089,24.1829,21.7867,21.6477,14.3557,14.2613
2023-05-03,19.4767,19.4417,21.369,21.3306,24.3476,24.2213,21.7423,21.6036,14.2,14.1066
2023-05-04,19.4861,19.4511,21.5059,21.4672,24.419,24.2924,21.9776,21.8374,14.3977,14.303
2023-05-05,19.4998,19.4647,21.5681,21.5293,24.5556,24.4283,22.0602,21.9195,14.5302,14.4346
2023-05-08,19.5098,19.4747,21.5136,21.4749,24.6483,24.5205,21.9583,21.8182,14.578,14.4821
2023-05-09,19.5188,19.4837,21.5528,21.5141,24.728,24.5998,22.022,21.8816,14.4928,14.3974
2023-05-10,19.526,19.4909,21.4394,21.4008,24.6743,24.5464,21.9466,21.8066,14.5107,14.4153
2023-05-11,19.5486,19.5134,21.4207,21.3821,24.7096,24.5814,21.998,21.8577,14.4863,14.391
2023-05-12,19.5741,19.5389,21.3919,21.3534,24.668,24.54,21.9492,21.8091,14.5869,14.4909
2023-05-15,19.6002,19.5649,21.3831,21.3447,24.5938,24.4663,22.0036,21.8633,14.5763,14.4804
2023-05-16,19.674,19.6386,21.3909,21.3524,24.6197,24.492,21.9909,21.8506,14.4904,14.3951
2023-05-17,19.7154,19.68,21.4663,21.4277,24.7207,24.5925,22.1186,21.9775,14.5507,14.4549
2023-05-18,19.7692,19.7336,21.4171,21.3786,24.6397,24.5119,22.0423,21.9017,14.4678,14.3726
2023-05-22,19.7963,19.7607,21.4159,21.3774,24.6771,24.5492,22.0446,21.9039,14.406,14.3112
2023-05-23,19.8404,19.8047,21.4572,21.4186,24.732,24.6037,22.1865,22.045,14.418,14.3232
2023-05-24,19.8627,19.827,21.4332,21.3946,24.6742,24.5462,22.1124,21.9713,14.3844,14.2898
2023-05-25,19.8957,19.86,21.4372,21.3986,24.7272,24.599,22.1013,21.9603,14.3941,14.2994
2023-05-26,19.9386,19.9027,21.3891,21.3507,24.6931,24.5651,22.0662,21.9254,14.3238,14.2295
2023-05-29,19.9872,19.9512,21.4637,21.4251,24.7508,24.6224,22.1766,22.0352,14.3442,14.2499
2023-05-30,20.0814,20.0453,21.5319,21.4932,24.8381,24.7093,22.2676,22.1256,14.3448,14.2504
2023-05-31,20.347,20.3104,21.7999,21.7607,25.259,25.128,22.5595,22.4155,14.5546,14.4588
2023-06-01,20.7005,20.6632,22.0979,22.0582,25.636,25.503,22.7867,22.6413,14.8427,14.7451
2023-06-02,20.7903,20.7529,22.2332,22.1932,25.9161,25.7817,22.9116,22.7654,14.9193,14.8212
2023-06-05,20.8822,20.8447,22.4837,22.4433,26.2125,26.0766,23.1203,22.9728,15.0724,14.9733
2023-06-06,21.1846,21.1465,22.6513,22.6105,26.3077,26.1712,23.3151,23.1664,15.1348,15.0352
2023-06-07,21.4952,21.4565,22.9995,22.9581,26.7403,26.6017,23.765,23.6134,15.4601,15.3584
2023-06-08,23.0625,23.021,24.6692,24.6248,28.7345,28.5854,25.4967,25.334,16.59,16.4808
2023-06-09,23.3632,23.3212,25.0553,25.0103,29.1661,29.0148,25.7496,25.5854,16.7538,16.6436
2023-06-12,23.4736,23.4314,25.2777,25.2323,29.5102,29.3571,26.1211,25.9545,16.8634,16.7524
2023-06-13,23.6542,23.6117,25.474,25.4282,29.8101,29.6555,26.2362,26.0689,17.0172,16.9053
2023-06-14,23.6813,23.6387,25.5762,25.5302,29.8111,29.6565,26.2136,26.0464,17.0117,16.8998
2023-06-15,23.6414,23.5989,25.5302,25.4842,29.9145,29.7594,26.2227,26.0554,16.928,16.8167
2023-06-16,23.6815,23.6389,25.6465,25.6004,30.0226,29.8669,26.298,26.1303,16.81,16.6994
2023-06-19,23.6814,23.6388,25.9273,25.8807,30.3581,30.2006,26.6273,26.4574,16.8344,16.7236
2023-06-20,23.6797,23.6371,25.8651,25.8186,30.3909,30.2333,26.5247,26.3555,16.7326,16.6225
2023-06-21,23.6194,23.577,25.8184,25.772,30.2257,30.0689,26.3931,26.2247,16.7181,16.6082
2023-06-22,23.5917,23.5493,25.7576,25.7113,30.0801,29.9241,26.3334,26.1655,16.6604,16.5508
2023-06-23,23.6665,23.6239,26.0199,25.9732,30.2792,30.1221,26.5493,26.3799,16.7102,16.6003
2023-06-26,25.296,25.2505,27.5073,27.4579,32.2181,32.051,28.1917,28.0118,17.709,17.5925
2023-06-27,25.8696,25.8231,28.2048,28.154,32.9786,32.8076,28.9929,28.8079,18.1043,17.9852
2023-07-03,25.8696,25.8231,28.2048,28.154,32.9786,32.8076,28.9929,28.8079,18.1043,17.9852
2023-07-04,26.0781,26.0312,28.3958,28.3448,33.1074,32.9357,29.0749,28.8894,18.0593,17.9405
2023-07-05,26.0503,26.0035,28.3975,28.3464,33.1484,32.9764,29.1498,28.9638,18.0803,17.9614
2023-07-06,26.0944,26.0474,28.4028,28.3518,33.2135,33.0413,29.1156,28.9299,18.1123,17.9932
2023-07-07,26.0921,26.0452,28.3671,28.3161,33.2915,33.1188,29.1553,28.9693,18.1751,18.0555
2023-07-10,26.085,26.0381,28.3881,28.337,33.3044,33.1316,29.1904,29.0042,18.2582,18.1381
2023-07-11,26.1033,26.0564,28.6029,28.5515,33.4753,33.3017,29.395,29.2075,18.3803,18.2594
2023-07-12,26.1191,26.0721,28.743,28.6913,33.7478,33.5728,29.6712,29.4819,18.6372,18.5146
2023-07-13,26.1569,26.1099,28.8306,28.7787,33.8761,33.7004,29.8486,29.6582,18.7881,18.6645
2023-07-14,26.1665,26.1195,29.2123,29.1598,34.1966,34.0192,30.386,30.1921,18.9449,18.8203
2023-07-17,26.1917,26.1446,29.3919,29.339,34.4004,34.222,30.5699,30.3748,18.9666,18.8418
2023-07-18,26.2861,26.2388,29.5399,29.4868,34.4652,34.2864,30.6637,30.4681,19.0431,18.9178
2023-07-19,26.8716,26.8232,30.2334,30.1791,35.2564,35.0735,31.3859,31.1857,19.482,19.3539
2023-07-20,26.9448,26.8963,30.2374,30.183,34.9111,34.73,31.4583,31.2576,19.3337,19.2065
2023-07-21,26.9362,26.8878,30.1899,30.1356,34.8276,34.647,31.455,31.2543,19.3524,19.2251
2023-07-24,26.9428,26.8944,29.9829,29.929,34.7067,34.5267,31.1716,30.9727,19.0922,18.9666
2023-07-25,26.9697,26.9212,29.9184,29.8646,34.6949,34.515,31.2114,31.0123,19.1328,19.007
2023-07-26,26.9748,26.9263,29.8315,29.7778,34.706,34.526,31.1296,30.931,19.122,18.9962
2023-07-27,26.9768,26.9283,29.8676,29.8139,34.8813,34.7004,31.3606,31.1605,19.2513,19.1247
2023-07-28,26.9794,26.9308,30.0296,29.9756,35.0573,34.8755,31.5504,31.3492,19.3078,19.1807
2023-07-31,26.9879,26.9394,29.6233,29.57,34.6537,34.474,31.0749,30.8767,19.4031,19.2755
2023-08-01,26.9808,26.9323,29.7524,29.6989,34.7524,34.5722,31.065,30.8668,19.0151,18.89
2023-08-02,26.9814,26.9329,29.6265,29.5733,34.6305,34.4509,30.9254,30.7281,18.9482,18.8235
2023-08-03,26.9868,26.9382,29.642,29.5887,34.5465,34.3674,30.8433,30.6465,18.966,18.8412
2023-08-04,26.9983,26.9498,29.5038,29.4507,34.2724,34.0947,30.8456,30.6489,18.921,18.7966
2023-08-07,27.0031,26.9545,29.5511,29.4979,34.3607,34.1825,30.8596,30.6627,18.9687,18.8439
